"gene_id","p_simes","padj_simes"
"ENSG00000000938.13",0.000153492326940841,0.0499689327325543
"ENSG00000004700.16",0.00149388112001711,0.0499689327325543
"ENSG00000005238.20",0.000465147201604289,0.0499689327325543
"ENSG00000005339.15",0.00157569045875588,0.0499689327325543
"ENSG00000008710.20",0.000907390470753503,0.0499689327325543
"ENSG00000010404.18",0.0014162295168631,0.0499689327325543
"ENSG00000010818.10",0.000776636157649872,0.0499689327325543
"ENSG00000011009.11",0.00114156257914028,0.0499689327325543
"ENSG00000013583.10",0.000726961351011412,0.0499689327325543
"ENSG00000017797.13",0.000435167932498136,0.0499689327325543
"ENSG00000019582.17",0.000904448494546492,0.0499689327325543
"ENSG00000023228.14",0.00160777832780777,0.0499689327325543
"ENSG00000023445.16",0.00121879789791803,0.0499689327325543
"ENSG00000024048.11",0.0006498841985747,0.0499689327325543
"ENSG00000025708.14",0.00148929097044618,0.0499689327325543
"ENSG00000026103.23",0.00132676131286085,0.0499689327325543
"ENSG00000026297.17",0.00127118671427812,0.0499689327325543
"ENSG00000026508.21",0.000293622627227534,0.0499689327325543
"ENSG00000035403.18",0.0017392840817665,0.0499689327325543
"ENSG00000038427.16",0.000288220605519305,0.0499689327325543
"ENSG00000047410.14",0.00129712263857781,0.0499689327325543
"ENSG00000048828.17",0.00163929393581555,0.0499689327325543
"ENSG00000051620.11",0.000496105543018336,0.0499689327325543
"ENSG00000056097.16",0.00164903873643965,0.0499689327325543
"ENSG00000057608.17",0.000749452953209735,0.0499689327325543
"ENSG00000057757.10",0.00109066274921106,0.0499689327325543
"ENSG00000058262.10",0.000617280851345443,0.0499689327325543
"ENSG00000059728.11",0.0005551239164638,0.0499689327325543
"ENSG00000060237.19",0.000438627221048841,0.0499689327325543
"ENSG00000063177.13",0.00118152997000933,0.0499689327325543
"ENSG00000065882.17",0.00101413355602097,0.0499689327325543
"ENSG00000067066.17",0.00130462872534164,0.0499689327325543
"ENSG00000067082.15",0.00101046595427708,0.0499689327325543
"ENSG00000067182.8",0.000894052102106264,0.0499689327325543
"ENSG00000067560.14",0.000277580671614417,0.0499689327325543
"ENSG00000068489.13",0.00136270571566964,0.0499689327325543
"ENSG00000070366.14",0.000613669562211099,0.0499689327325543
"ENSG00000070831.17",5.31577250934723e-05,0.0499689327325543
"ENSG00000072062.15",0.00130033786969374,0.0499689327325543
"ENSG00000072110.16",0.000551094341880564,0.0499689327325543
"ENSG00000072786.13",0.000850568619227268,0.0499689327325543
"ENSG00000075624.17",0.000494656538954839,0.0499689327325543
"ENSG00000075785.14",0.00145854443798844,0.0499689327325543
"ENSG00000076662.10",0.000371763738094958,0.0499689327325543
"ENSG00000077097.16",0.00136391370594797,0.0499689327325543
"ENSG00000077549.19",0.000308676949626235,0.0499689327325543
"ENSG00000078369.18",0.000633731730464408,0.0499689327325543
"ENSG00000078808.19",0.00126434148233508,0.0499689327325543
"ENSG00000079308.20",0.00116515671601533,0.0499689327325543
"ENSG00000079805.19",0.00160144074992728,0.0499689327325543
"ENSG00000081237.20",0.000129481123146026,0.0499689327325543
"ENSG00000083312.19",0.00102535530468936,0.0499689327325543
"ENSG00000083937.10",0.00169486515134604,0.0499689327325543
"ENSG00000084070.12",0.000706772997837687,0.0499689327325543
"ENSG00000084733.11",0.000263795478591659,0.0499689327325543
"ENSG00000086062.13",0.000175927024978388,0.0499689327325543
"ENSG00000087152.16",0.000548099657138759,0.0499689327325543
"ENSG00000087274.19",0.00130834642272376,0.0499689327325543
"ENSG00000087502.19",0.00134777529920133,0.0499689327325543
"ENSG00000087589.17",0.000349287841625745,0.0499689327325543
"ENSG00000089737.18",0.00160580328707176,0.0499689327325543
"ENSG00000090013.11",0.0002670499390095,0.0499689327325543
"ENSG00000090061.17",0.000903471190769356,0.0499689327325543
"ENSG00000090238.12",0.000435207290750605,0.0499689327325543
"ENSG00000091164.13",0.00156859843528254,0.0499689327325543
"ENSG00000091317.8",0.000710950903670508,0.0499689327325543
"ENSG00000091542.9",0.00019329283691467,0.0499689327325543
"ENSG00000092531.10",0.000494507824694124,0.0499689327325543
